meeting_id,bank,meeting_date,doc_id,document_subtype,category,title,speaker,date_au,days_after_meeting,text_file,source_url,meeting_relation,linkage_confidence
BOE_2021_06_D,BOE,2021-06-01,DOC_16B45FE02E83,speech,Speeches,Innovation to serve the public interest - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - Innovation to serve the public interest - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/june/andrew-bailey-cityuk-annual-conference,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_8ED6CEB795EF,speech,Speeches,"International trade, global supply chains and monetary policy - speech by Silvana Tenreyro",Silvana Tenreyro,2021-06-01,0,"data\BOE\Speeches\2021-06-01 - Silvana Tenreyro - International trade, global supply chains and monetary policy - speech by Silvana Tenreyro.txt",https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/october/international-trade-global-supply-chains-and-monetary-policy-speech-annex.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_867F79F88FD0,speech,Speeches,Is ‘crypto’ a financial stability risk? - speech by Jon Cunliffe,Jon Cunliffe,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Jon Cunliffe - Is ‘crypto’ a financial stability risk_ - speech by Jon Cunliffe.txt,https://www.bankofengland.co.uk/speech/2021/october/jon-cunliffe-swifts-sibos-2021,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_B610D9A858CB,speech,Speeches,"It’s a recovery, but not as we know it - speech by Andrew Bailey",Andrew Bailey,2021-06-01,0,"data\BOE\Speeches\2021-06-01 - Andrew Bailey - It’s a recovery, but not as we know it - speech by Andrew Bailey.txt",https://www.bankofengland.co.uk/speech/2021/july/andrew-bailey-speech-at-the-mansion-house-financial-professional-services-event,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_3FDD3B943ACD,speech,Speeches,It’s not easy being green – but that shouldn’t stop us: how central banks can use their monetary policy portfolios to support orderly transition to net zero - speech by Andrew Hauser,Andrew Hauser,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Hauser - It’s not easy being green – but that shouldn’t stop us_ how central banks can use their monetary policy portfolios to sup.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/may/its-not-easy-being-green-but-that-shouldnt-stop-us-speech-by-andrew-hauser.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_D01F33615B07,speech,Speeches,"Lags, trade-offs and the challenges facing monetary policy - speech by Ben Broadbent",Ben Broadbent,2021-06-01,0,"data\BOE\Speeches\2021-06-01 - Ben Broadbent - Lags, trade-offs and the challenges facing monetary policy - speech by Ben Broadbent.txt",https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/december/lags-trade-offs-and-the-challenges-facing-monetary-policy-speech-by-ben-broadbent.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_9CA17590528A,speech,Speeches,Laying the Foundations for a Net Zero Financial System - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - Laying the Foundations for a Net Zero Financial System - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/november/andrew-bailey-speech-at-cop26-laying-the-foundations-for-a-net-zero-financial-system,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_57A397A82EF7,speech,Speeches,Lessons from the pandemic: Has the simpler post-2008 financial system held up? And where do we go from here? - speech by Christina Segal-Knowles,Christina Segal-Knowles,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Christina Segal-Knowles - Lessons from the pandemic_ Has the simpler post-2008 financial system held up_ And where do we go from here_ -.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/january/has-the-simpler-post-2008-financial-system-held-up-speech-by-christina-segal-knowles.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_E4E4CE16832C,speech,Speeches,Let’s talk about negative interest rates - speech by Silvana Tenreyro,Silvana Tenreyro,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Silvana Tenreyro - Let’s talk about negative interest rates - speech by Silvana Tenreyro.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/january/lets-talk-about-negative-interest-rates-speech-by-silvana-tenreyro.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_06016EFDD2A9,speech,Speeches,Meeting varied people - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - Meeting varied people - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/april/andrew-bailey-keynote-speech-at-the-bank-of-england-virtual-event,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_62255BD4DB40,speech,Speeches,Mismatch - speech by Ben Broadbent,Ben Broadbent,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Ben Broadbent - Mismatch - speech by Ben Broadbent.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/july/mismatch-speech-by-ben-broadbent.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_FC280407CE6C,speech,Speeches,Modern challenges for the modern central bank: perspectives from the Bank of England - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - Modern challenges for the modern central bank_ perspectives from the Bank of England - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/february/andrew-bailey-lse-event-german-symposium,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_0133BCF0EABA,speech,Speeches,Mutual interests - speech by Sam Woods,Sam Woods,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Sam Woods - Mutual interests - speech by Sam Woods.txt,https://www.bankofengland.co.uk/speech/2021/may/sam-woods-building-societies-association-annual-conference-from-covid-19-to-a-new-mutual-economy,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_9208127E9F82,speech,Speeches,Navigating the economy through the Covid crisis - speech by Dave Ramsden,Dave Ramsden,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Dave Ramsden - Navigating the economy through the Covid crisis - speech by Dave Ramsden.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/july/navigating-the-economy-through-the-covid-crisis-speech-by-dave-ramsden.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_AB81B880F109,speech,Speeches,Opening remarks: meeting varied people - speech by Andrea Rosen,Andrea Rosen,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrea Rosen - Opening remarks_ meeting varied people - speech by Andrea Rosen.txt,https://www.bankofengland.co.uk/speech/2021/april/andrea-rosen-opening-remarks-at-bank-of-england-virtual-event,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_7C483D02578B,speech,Speeches,Operational resilience – outcomes in practice - speech by Lyndon Nelson,Lyndon Nelson,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Lyndon Nelson - Operational resilience – outcomes in practice - speech by Lyndon Nelson.txt,https://www.bankofengland.co.uk/speech/2021/may/lyndon-nelson-uk-finance-webinar-building-operational-resilience,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_009BC694CC6F,speech,Speeches,Prudentist - speech by Sam Woods,Sam Woods,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Sam Woods - Prudentist - speech by Sam Woods.txt,https://www.bankofengland.co.uk/speech/2021/september/sam-woods-speech-at-mansion-house,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_244F81271D05,speech,Speeches,QE as an economic policy tool - what does it do and how should we use it? - speech by Dave Ramsden,Dave Ramsden,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Dave Ramsden - QE as an economic policy tool - what does it do and how should we use it_ - speech by Dave Ramsden.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/february/qe-as-an-economic-policy-tool-what-does-it-do-and-how-should-we-use-it-speech-by-dave-ramsden.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_C53F15F3639B,speech,Speeches,Reforming Solvency II: Delivering policyholder protection - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - Reforming Solvency II_ Delivering policyholder protection - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/december/andrew-bailey-speech-at-the-ifoa-delivering-policyholder-protection-in-insurance-regulation,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_023C81FF2227,speech,Speeches,Remarks on challenges to the economic outlook - speech by Jonathan Haskel,Jonathan Haskel,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Jonathan Haskel - Remarks on challenges to the economic outlook - speech by Jonathan Haskel.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/march/remarks-on-challenges-to-the-economic-outlook-speech-by-jonathan-haskel.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_174D4498667F,speech,Speeches,Response to the Covid-19 pandemic: UK and US experiences - Speech by Silvana Tenreyro,Silvana Tenreyro,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Silvana Tenreyro - Response to the Covid-19 pandemic_ UK and US experiences - Speech by Silvana Tenreyro.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/march/silvana-tenreyro-response-to-the-covid-19-pandemic.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_99EBD3C3CA60,speech,Speeches,Responsible openness in the Insurance Sector - speech by Anna Sweeney,Anna Sweeney,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Anna Sweeney - Responsible openness in the Insurance Sector - speech by Anna Sweeney.txt,https://www.bankofengland.co.uk/speech/2021/may/anna-sweeney-association-of-british-insurers-prudential-regulation,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_18B2878398D2,speech,Speeches,Responsible openness: The PRA’s approach to supervising banks - speech by David Bailey,David Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - David Bailey - Responsible openness_ The PRA’s approach to supervising banks - speech by David Bailey.txt,https://www.bankofengland.co.uk/speech/2021/january/david-bailey-boe-afb-afme-webinar-on-a-forthcoming-consultation,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_A8F973B57674,speech,Speeches,Running out of room: revisiting the 3D perspective on low interest rates - Gertjan Vlieghe,Gertjan Vlieghe,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Gertjan Vlieghe - Running out of room_ revisiting the 3D perspective on low interest rates - Gertjan Vlieghe.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/july/running-out-of-room-revisiting-the-3d-perspective-on-low-interest-rates-speech-by-gertjan-vlieghe.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_6F970BDA25BA,speech,Speeches,Solvency II Review: Protecting Policyholders while improving the regime - speech by Anna Sweeney,Anna Sweeney,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Anna Sweeney - Solvency II Review_ Protecting Policyholders while improving the regime - speech by Anna Sweeney.txt,https://www.bankofengland.co.uk/speech/2021/june/anna-sweeney-j-p-morgan-european-insurance,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_67AFF03F83F3,speech,Speeches,Solvency II Review: Unlocking the potential - speech by Gareth Truran,Gareth Truran,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Gareth Truran - Solvency II Review_ Unlocking the potential - speech by Gareth Truran.txt,https://www.bankofengland.co.uk/speech/2021/september/gareth-truran-speech-at-the-bank-of-america-26-financials-ceo-conference,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_C7BBDBD1ADD3,speech,Speeches,Stablecoins: What’s old is new again - speech by Christina Segal-Knowles,Christina Segal-Knowles,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Christina Segal-Knowles - Stablecoins_ What’s old is new again - speech by Christina Segal-Knowles.txt,https://www.bankofengland.co.uk/speech/2021/june/christina-segal-knowles-speech-at-the-westminster-eforum-poicy-conference,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_6CCC6C3DD2BC,speech,Speeches,Supply and demand during and after the pandemic - speech by Michael Saunders,Michael Saunders,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Michael Saunders - Supply and demand during and after the pandemic - speech by Michael Saunders.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/march/supply-and-demand-during-and-after-the-pandemic-speech-by-michael-saunders.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_39808C843136,speech,Speeches,Tackling climate for real: progress and next steps - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - Tackling climate for real_ progress and next steps - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/june/andrew-bailey-bis-bank-of-france-imf-ngfs-green-swan-conference,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_3709D88714D6,speech,Speeches,Tackling climate for real: the role of central banks - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - Tackling climate for real_ the role of central banks - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/june/andrew-bailey-reuters-events-global-responsible-business-2021,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_3C8F890050F1,speech,Speeches,Taking our second chance to make MMFs more resilient - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - Taking our second chance to make MMFs more resilient - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/may/andrew-bailey-international-swaps-and-derivatives-association,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_E8032445205D,speech,Speeches,The Bank of England and fintech: public support for private innovation - speech by Dave Ramsden,Dave Ramsden,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Dave Ramsden - The Bank of England and fintech_ public support for private innovation - speech by Dave Ramsden.txt,https://www.bankofengland.co.uk/speech/2021/april/dave-ramsden-uk-fintech-week-2021-keynote,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_8DC692AD1B1D,speech,Speeches,The PRA’s role in improving the processes that support insurers’ investment - speech by Charlotte Gerken,Charlotte Gerken,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Charlotte Gerken - The PRA’s role in improving the processes that support insurers’ investment - speech by Charlotte Gerken.txt,https://www.bankofengland.co.uk/speech/2021/november/charlotte-gerken-keynote-speaker-at-the-insurance-asset-management-conference-2021,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_E8D27023A6A7,speech,Speeches,The UK’s approach to cross-border clearing - speech by Christina Segal-Knowles,Christina Segal-Knowles,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Christina Segal-Knowles - The UK’s approach to cross-border clearing - speech by Christina Segal-Knowles.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/november/the-uks-approach-to-cross-border-clearing-speech-by-christina-segal-knowles.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_4D643F565F5B,speech,Speeches,The UK’s progress on resolvability - speech by Dave Ramsden,Dave Ramsden,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Dave Ramsden - The UK’s progress on resolvability - speech by Dave Ramsden.txt,https://www.bankofengland.co.uk/speech/2021/february/dave-ramsden-institute-of-chartered-accountants-in-england-wales,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_3FF7400B8FB4,speech,Speeches,The case for an open financial system - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - The case for an open financial system - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/february/andrew-bailey-mansion-house,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_BB06D4033559,speech,Speeches,The hard yards - speech by Andrew Bailey,Andrew Bailey,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Andrew Bailey - The hard yards - speech by Andrew Bailey.txt,https://www.bankofengland.co.uk/speech/2021/september/andrew-bailey-guest-speaker-at-the-society-of-professional-economists-annual-dinner-2021,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_C248D823C033,speech,Speeches,The inflation outlook - speech by Michael Saunders,Michael Saunders,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Michael Saunders - The inflation outlook - speech by Michael Saunders.txt,https://www.bankofengland.co.uk/speech/2021/july/michael-saunders-speech-the-inflation-outlook,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_56EF9ACDA179,speech,Speeches,The outlook for inflation and monetary policy - speech by Michael Saunders,Michael Saunders,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Michael Saunders - The outlook for inflation and monetary policy - speech by Michael Saunders.txt,https://www.bankofengland.co.uk/speech/2021/december/michael-saunders-speech-at-a-boe-hosted-event,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_B9F7C4ED05DC,speech,Speeches,"Thirty years of hurt, never stopped me dreaming - speech by Andy Haldane",Andy Haldane,2021-06-01,0,"data\BOE\Speeches\2021-06-01 - Andy Haldane - Thirty years of hurt, never stopped me dreaming - speech by Andy Haldane.txt",https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/june/thirty-years-of-hurt-never-stopped-me-dreaming-speech-by-andy-haldane-references.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_F9029B082966,speech,Speeches,UK Monetary Policy – ‘Crossing the river by feeling the stones’ - speech by Huw Pill,Huw Pill,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Huw Pill - UK Monetary Policy – ‘Crossing the river by feeling the stones’ - speech by Huw Pill.txt,https://www.bankofengland.co.uk/speech/2021/november/huw-pill-speech-on-the-economic-outlook-hosted-by-the-cbi-north-east,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_66C87413128B,speech,Speeches,Under the western sky: the crypto frontier - speech by Carolyn A Wilkins,Carolyn A Wilkins,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Carolyn A Wilkins - Under the western sky_ the crypto frontier - speech by Carolyn A Wilkins.txt,https://www.bankofengland.co.uk/-/media/BoE/Files/speech/2021/November/under-the-western-sky-the-crypto-frontier-carolyn-a-wilkins-speech-annex.pdf,speech_after_meeting,0.7
BOE_2021_06_D,BOE,2021-06-01,DOC_C27A014058DC,speech,Speeches,What are government bond yields telling us about the economic outlook? - speech by Gertjan Vlieghe,Gertjan Vlieghe,2021-06-01,0,data\BOE\Speeches\2021-06-01 - Gertjan Vlieghe - What are government bond yields telling us about the economic outlook_ - speech by Gertjan Vlieghe.txt,https://www.bankofengland.co.uk/-/media/boe/files/speech/2021/may/what-are-government-bond-yields-telling-us-about-the-economic-outlook-speech-by-gertjan-vlieghe.pdf,speech_after_meeting,0.7
